-0.26042,-1.3665,1.274,1.7056,0.2873,-0.93226,-0.34048,0.67363,-0.2996,0.63403,-0.15686,-0.19158,-1.8474,0.93801,0.30217,0.67859,0.27295,0.57181,-0.94842,0.43419,1,-1.4655,-0.35945,0.66239,1.0824,1.2412
-1.0816,1.1886,0.0057923,-0.89769,-0.19342,2.8562,-0.97479,-0.40206,0.73329,0.81245,1.7666,-0.91795,0.68623,1.2601,0.1814,-2.1856,-0.51309,-0.50017,-1.4392,1.6743,1,-1.0651,-0.47894,0.12769,1.1161,0.53192
-0.013632,1.0536,-0.30255,-1.9236,-0.10456,0.84861,-0.10992,-1.4529,0.7422,1.5623,1.5851,-1.4759,-0.51406,-1.9158,-0.67955,2.1077,0.4279,0.29433,1.1225,0.25177,1,2.0887,3.0448,1.4987,0.35797,-1.5513
0.44511,1.5758,-0.1763,-0.93606,-1.1144,-0.34279,0.38304,0.37079,-1.0584,1.0769,0.03377,0.71077,1.2319,0.90467,0.58853,1.7417,-2.2518,-1.8112,1.2058,-0.6574,1,-0.16027,0.54422,0.55423,-1.3854,0.65913
-1.0767,0.8464,0.74292,0.83323,-0.58568,0.71666,-0.98511,2.1413,-3.1205,-0.5993,-0.16427,0.59877,0.31039,-0.13438,0.44715,-0.15777,0.2867,-1.0584,-0.87634,0.31982,1,2.2429,0.48583,0.74053,0.55604,-0.66849
-0.79246,-0.9108,0.24753,0.026489,-0.14149,-0.33842,0.25425,-1.1741,0.89523,1.201,-0.60876,-0.84386,-2.0829,-0.18021,-1.2908,0.54773,0.66137,0.33819,-0.34362,-0.70658,1,-1.6563,0.34925,-0.43752,-1.4403,0.54602
-2.3691,1.479,-0.29759,1.7246,0.69299,0.066506,-0.98861,-0.45296,1.8621,-1.2346,1.058,-1.0873,-0.21434,0.0037724,-0.89187,0.053419,-0.1862,0.48709,0.21585,-0.73455,1,-0.80201,-0.064153,-0.91737,-0.29498,-1.1138
-1.0342,-0.47695,0.50894,0.1263,-0.21555,-0.28105,-0.49724,0.79023,1.3527,0.52004,-1.1506,0.34444,-2.095,1.3509,0.66076,-1.6815,1.5778,-1.0365,0.029368,0.22329,1,1.1158,1.3079,0.85486,1.5281,0.39788
-1.1977,-0.15044,-0.5065,0.91549,0.064161,0.56909,-1.2577,-0.92109,-0.43085,-0.26079,0.21948,-0.6067,-1.5008,0.25064,1.1347,1.8608,-1.776,1.6607,-0.43529,0.9938,1,-0.39456,0.080734,1.7657,-0.18415,-1.0003
-2.5903,1.385,0.28555,0.76438,-1.088,-0.93612,3.1143,0.21309,-0.79055,-0.13264,1.7294,-0.0075478,1.422,0.57686,-0.64256,-1.9185,-0.085822,0.14361,1.6136,1.5128,1,1.2444,-0.067098,-0.54602,-0.79226,0.98164
2.0935,1.4668,1.3032,-0.73821,1.1509,-1.3285,-1.0268,-2.1246,-1.7222,0.51135,-0.25313,0.88627,-0.45813,1.4356,0.16687,-0.53459,1.669,-0.31488,-1.4099,0.73782,1,0.19127,-0.47856,1.4255,-1.1057,0.71836
0.36654,-0.4798,-1.0504,0.24594,-0.58038,0.19539,0.71134,0.13137,-0.72706,0.053519,-0.47657,-1.5487,-1.4841,-0.33623,-0.0052238,-1.0404,-0.92012,1.2753,-0.1926,-0.47478,1,0.49208,-0.4971,-1.4367,0.62649,0.8529
-1.2808,-0.45367,0.77849,-0.26478,0.4771,-0.39326,-0.15318,-0.62002,-0.089472,-1.081,0.68485,0.27972,-0.42128,1.6738,0.79356,-1.1092,-0.20189,1.3738,-0.53703,1.5556,1,-0.21246,0.53986,1.1582,-0.35889,0.1189
1.0465,-0.40725,-0.38634,0.60906,-1.0864,0.037442,0.28034,0.38561,-1.0167,-0.23048,-0.54968,-0.34234,-0.29424,-0.67099,0.21397,1.8937,0.65337,-0.47498,-0.77259,-1.1686,1,-0.77877,-0.35026,0.11418,1.5745,0.48639
-0.17312,-0.2977,0.33864,1.4332,-1.7926,0.28711,-0.49928,-0.93212,-1.4568,-0.71289,0.24173,0.24394,-0.8055,-3.0159,1.9354,0.46829,1.1123,-0.59406,1.0491,0.20051,1,0.88408,-0.68117,0.091032,0.75281,0.037734
-1.0806,0.062977,-1.84,-1.5884,0.92785,0.32428,0.031124,0.93225,-0.15367,1.1902,-0.072959,0.58989,-0.20156,0.048381,-1.1861,-0.55059,-0.53354,-1.8009,-0.39181,-0.85588,1,1.4709,-1.0093,0.40483,-1.7362,-0.36629
-0.19074,-0.68409,-0.3723,0.17686,0.98487,-0.37603,0.018752,-0.62404,-0.25608,0.81614,-0.26754,0.43946,-0.66871,0.32479,-1.0564,0.1993,-0.9682,-0.15818,-0.76541,-0.43617,1,-0.18649,0.19155,-1.4996,0.3917,1.4865
0.011624,-0.56493,0.17253,-1.3576,0.38365,2.3707,1.2401,0.80925,-0.063152,-0.09159,0.65203,0.84071,0.41179,-0.48492,0.41816,0.9372,-0.96801,-0.39755,0.34655,0.59778,1,-0.39799,-0.29937,0.74796,0.21296,0.45197
0.18755,1.1001,-0.23839,-0.24551,-0.21688,-1.1836,0.49644,0.067686,0.28569,-0.62343,-0.90158,-0.46192,-0.60372,-2.8484,-0.1586,0.44527,-1.4554,0.087464,-1.416,-0.89254,1,0.6249,0.61342,1.1142,0.18588,1.4927
-0.29131,1.0253,-1.0638,-1.1051,1.3927,-1.8859,-0.74661,-0.66269,1.508,-0.43503,1.2684,1.0503,1.3694,1.9483,2.3965,-0.73019,0.15307,1.4018,0.66497,2.3988,1,-0.1711,0.2008,0.2119,0.47497,0.6349
-2.2971,2.1237,1.3774,-0.65342,-1.5654,1.163,-0.068738,-0.83095,1.4005,0.89534,0.44206,-0.15163,0.44234,0.75902,-0.28125,-0.4715,0.34036,0.10981,1.133,0.0078826,1,0.55272,-0.87397,0.62445,0.77005,-0.76331
